text,category,amount
Went Out For Dinner With Friends 37162.00,Food,37162.0
training charges Rs. 24899,Education,24899.0
Bill From Amazon Of Inr 23437,Shopping,23437.0
Spent ₹43190 on yoga,Health,43190.0
shopping payment of INR 62 on 12/05,Shopping,62.0
cafe charges 18823,Food,18823.0
Pizza Hut 43087 Was Debited... Correction Inr 638,Food,638.0
Debit swipe H&M 9995,Shopping,9995.0
gym membership renewal inr 5538 last night,Entertainment,5538.0
Rapido payment 36814.00,Transport,36814.0
"Bescom Calculated 42912 incorrectly, actual is Rs. 40471",Utilities,40471.0
electronics not 21540 but 39398.00,Shopping,39398.0
Transaction at Friend for 35321.00,Others,35321.0
late night craving order INR381 cred,Food,381.0
Transaction at Zomato for 30783.00 debt,Food,30783.0
monthly bus pass renewal rs. 3744,Transport,3744.0
Monthly course 20205.00 txn id 725339,Education,20205.0
Upi Payment To Tata Sky Inr 48273,Utilities,48273.0
just paid maid bill 18182.00 on 12/05,Housing,18182.0
parking Spent 28950 oh wait it was Rs. 45141 last night,Transport,45141.0
Spent 41521.00 on H&M,Shopping,41521.0
Dinner 43005.00 ... Not 49225,Food,43005.0
Ordered from Dominos Rs. 13455,Food,13455.0
Spent Rs. 47842 on Act Fibernet,Utilities,47842.0
Ordered from Pizza Hut 25965.00,Food,25965.0
transaction at rapido for inr16825,Transport,16825.0
clinic cost INR47999 yesterday,Health,47999.0
Spent ₹13483 on food,Food,13483.0
transaction at starbucks for inr 29929,Food,29929.0
Monthly restaurant INR36266,Food,36266.0
flipkart paid 24093 wait no 35203,Shopping,35203.0
dth payment of 24608 rs last night,Utilities,24608.0
recharge Rs. 27287 instead of 11950 upi ref 86830,Utilities,27287.0
grocery expense ₹46169,Food,46169.0
Late Night Craving Order 37440.00 via phonepe,Food,37440.0
Just paid fuel bill 36230,Transport,36230.0
3544 rs paid to Airtel,Utilities,3544.0
9463 for movie via phonepe,Entertainment,9463.0
late night craving order 7789 rs,Food,7789.0
"withdrawal Calculated 45657 incorrectly, actual is 9254 via phonepe",Others,9254.0
Paid Rs. 20536 at Practo,Health,20536.0
postpaid payment of INR 25203,Utilities,25203.0
Paid 3665 rs at IKEA,Housing,3665.0
dth expense 24043.00 yesterday,Utilities,24043.0
fuel Bill is 30745... sorry 37408 yesterday,Transport,37408.0
went out for dinner with friends 6432 rs,Food,6432.0
electronics cost 10821 rs last night,Shopping,10821.0
Spent 30421 rs on Rapido yesterday,Transport,30421.0
Bill from Nike of 31916 today,Shopping,31916.0
Debit swipe Adidas 24511.00,Shopping,24511.0
Ordered from Uber Rs. 33183 last night,Transport,33183.0
Paid for sent INR8040,Others,8040.0
Paid 45210.00 at Dominos,Food,45210.0
Apollo Pharmacy Typo 29510 read as Rs. 32376 cred,Health,32376.0
diwali shopping for family INR 45884 txn id 204827,Shopping,45884.0
Debit Swipe Mcdonalds ₹38864 on card,Food,38864.0
Spent Rs. 7831 on Unknown,Others,7831.0
upi payment to urban company 4860 rs,Housing,4860.0
Ordered from Jio INR 1197 upi ref 15478,Utilities,1197.0
wifi bill payment INR 33578,Housing,33578.0
Spent ₹22267 on Cult.fit debt,Health,22267.0
subway 1439,Food,1439.0
McDonalds Spent 42770 oh wait it was Rs. 29446,Food,29446.0
Paid Rs. 48287 at Uber,Transport,48287.0
bought vegetables from local shop ₹15902,Food,15902.0
ordered from starbucks inr 10322,Food,10322.0
paid 14771.00 at pizza hut,Food,14771.0
Ordered from Flipkart 15109.00,Shopping,15109.0
Spent ₹41161 on Steam,Entertainment,41161.0
ordered from shell ₹41616,Transport,41616.0
bought medicines for flu 3495,Health,3495.0
21355 rs paid to Ola txn id 687588,Transport,21355.0
Upi Payment To Apple Store Rs. 40262 upi ref 26484,Shopping,40262.0
Paid for accessories ₹12694,Shopping,12694.0
paid 2862 rs at friend,Others,2862.0
UPI payment to Starbucks ₹12669,Food,12669.0
gift for anniversary 1476 rs,Shopping,1476.0
coffee payment of 17236 rs,Food,17236.0
transaction at airtel for rs. 35772 via gpay,Utilities,35772.0
salary Typo 6365 read as INR2164,Income,2164.0
monthly restaurant 22736 rs upi ref 35276,Food,22736.0
Paid for income ₹37055 via phonepe,Income,37055.0
Zomato INR10624 instead of 4098,Food,10624.0
UPI payment to Act Fibernet INR 1201 successful,Utilities,1201.0
snack Not 813 but 49344 rs,Food,49344.0
Monthly gift ₹2111 via phonepe,Shopping,2111.0
Transaction at Blinkit for 22281.00,Food,22281.0
Rs. 1353 for electronics,Shopping,1353.0
"dinner Calculated 27263 incorrectly, actual is 8908",Food,8908.0
Snack Not 20351 But 45793 Rs,Food,45793.0
Debit swipe Flipkart ₹17289 txn id 270081,Shopping,17289.0
Paid for dinner Rs. 16224,Food,16224.0
₹19201 Paid To Nike,Shopping,19201.0
irctc bill is 38235 not 8284,Transport,38235.0
Tata Sky Rs. 36825,Utilities,36825.0
Paid 23515.00 at Dominos successful,Food,23515.0
Inr 41856 Paid To Pizza Hut,Food,41856.0
kfc payment 11404,Food,11404.0
Ordered from IKEA INR20006 upi ref 94887,Housing,20006.0
Inr 13546 For Gift,Shopping,13546.0
INR10651 for test,Health,10651.0
Practo Not 32462 But Inr14939,Health,14939.0
UPI payment to Jio Rs. 49080,Utilities,49080.0
"Apple Store 16058 Rs Is The Amount, Not 9493 debt last night",Shopping,16058.0
Hp Petrol Inr 44659 debt on 12/05,Transport,44659.0
Unacademy payment Rs. 26430 cred,Education,26430.0
Spent Rs. 37822 on PlayStation txn id 844521,Entertainment,37822.0
monthly bus pass renewal 37530.00,Transport,37530.0
Paid 44366 At Decathlon via paytm,Shopping,44366.0
restaurant expense rs. 12784,Food,12784.0
Spent 33909 rs on bus via phonepe,Transport,33909.0
Transaction at Indigo for ₹38642,Transport,38642.0
transaction at rapido for 33836.00 via gpay,Transport,33836.0
Game Expense 3446.00,Entertainment,3446.0
paid for internet inr31742,Utilities,31742.0
online python course 32820,Education,32820.0
14771 paid to DishTV cred,Utilities,14771.0
McDonalds payment Rs. 29782,Food,29782.0
Paid for plumber INR42272,Housing,42272.0
Paid for breakfast ₹32792,Food,32792.0
Myntra Not 11795 but 31026.00 txn id 522816,Shopping,31026.0
Ola Inr 16584,Transport,16584.0
Bill from Instamart of 47583 rs via phonepe,Food,47583.0
Monthly training Rs. 36460,Education,36460.0
9901 paid to HP Petrol yesterday,Transport,9901.0
movie night with family INR 8320 upi ref 11684,Entertainment,8320.0
Monthly transfer Rs. 38085,Others,38085.0
monthly breakfast ₹4310,Food,4310.0
food payment of 13022,Food,13022.0
Pizza Hut Rs. 1749,Food,1749.0
Bill from Tata Sky of 34604.00,Utilities,34604.0
shopping Not 6325 but ₹20468,Shopping,20468.0
Paid for toll ₹48779,Transport,48779.0
Mcdonalds 41340 today,Food,41340.0
"starbucks calculated 38144 incorrectly, actual is 33248.00",Food,33248.0
Apple Store Spent 34372 oh wait it was INR 11318,Shopping,11318.0
transaction at dominos for inr23621 cred,Food,23621.0
Spent 7698.00 on cafe,Food,7698.0
debit swipe adidas inr44747,Shopping,44747.0
internet connection setup fee 43190 rs,Utilities,43190.0
"Broadband Inr 40409 Is The Amount, Not 3313",Utilities,40409.0
Spent 45347.00 on Apple Store successful,Shopping,45347.0
Cult.fit INR5556 instead of 24937,Health,5556.0
Urban Company payment 31897.00,Housing,31897.0
UPI payment to Urban Company ₹49189 on 12/05,Housing,49189.0
Movie Cost 27270.00,Entertainment,27270.0
course charges Rs. 47231 yesterday,Education,47231.0
DishTV Paid 10171 wait no Rs. 12790,Utilities,12790.0
Debit swipe PVR 22698.00,Entertainment,22698.0
birthday treat for team 38747 rs,Food,38747.0
Movie Payment Of Inr3510,Entertainment,3510.0
UPI payment to IKEA ₹41066 debt,Housing,41066.0
Rapido ₹30067 instead of 15093,Transport,30067.0
Paid Rs. 9244 at Ajio,Shopping,9244.0
39254 rs for broadband via phonepe,Utilities,39254.0
Paid 47399 At Urban Company successful,Housing,47399.0
INR25499 for doctor,Health,25499.0
20138 for concert cred,Entertainment,20138.0
diesel Typo 38755 read as 22981.00,Transport,22981.0
Amazon INR 1920,Shopping,1920.0
Monthly Prepaid 27698.00,Utilities,27698.0
Spent ₹19175 on gas bill,Housing,19175.0
Fuel Filled For Bike Inr 45152 successful,Transport,45152.0
bescom bill is inr 28705 not 33006 cred,Utilities,28705.0
INR22996 for broadband,Utilities,22996.0
Transaction at BigBasket for ₹7273,Food,7273.0
36296 rs paid to Coursera,Education,36296.0
wifi bill payment INR 4973,Utilities,4973.0
spent 49876 rs on pizza hut,Food,49876.0
wifi charges 40196 rs,Housing,40196.0
adidas not 18387 but 38512 rs last night,Shopping,38512.0
Bill from Indigo of 34693,Transport,34693.0
Upi Payment To Zara ₹39772,Shopping,39772.0
school bus fee INR 8592,Education,8592.0
Transaction At Cure.Fit For Inr 48744 via gpay,Health,48744.0
misc charges 18088 rs,Others,18088.0
Starbucks 42052.00,Food,42052.0
MedPlus payment INR41066,Health,41066.0
Just paid coffee bill INR 26381,Food,26381.0
office cab ride ₹22161,Transport,22161.0
rs. 30528 for received,Others,30528.0
received Rs. 14564 ... not 7622,Income,14564.0
Paid ₹17357 at Rapido,Transport,17357.0
Paid 17465 rs at IMAX,Entertainment,17465.0
Spent ₹10055 on auto,Transport,10055.0
Pizza Hut Rs. 6280 via gpay,Food,6280.0
Upi Payment To Blinkit Inr 47687,Food,47687.0
Went Out For Dinner With Friends Inr18831,Food,18831.0
Spent ₹14269 On Decathlon,Shopping,14269.0
Starbucks INR 38517,Food,38517.0
Subway ₹23200,Food,23200.0
Udemy INR 11897,Education,11897.0
Ordered from Swiggy 35374.00,Food,35374.0
Electronics Expense 35101 Rs cred,Shopping,35101.0
3094 rs paid to BigBasket upi ref 90999,Food,3094.0
"parking INR 39090 is the amount, not 19607",Transport,39090.0
bill from starbucks of rs. 26091,Food,26091.0
bought new sneakers ₹16276,Shopping,16276.0
"Air Asia Rs. 2130 Is The Amount, Not 19905 today",Transport,2130.0
cinema payment of 18750 rs,Entertainment,18750.0
party expense INR 38346,Entertainment,38346.0
Flipkart Payment Rs. 49315,Shopping,49315.0
food spent 40551 oh wait it was 43307 rs via gpay,Food,43307.0
Just paid shopping bill INR6412,Shopping,6412.0
Pizza Hut Rs. 49850 instead of 5781,Food,49850.0
UPI payment to BigBasket 39923,Food,39923.0
recharge paid 1333 wait no ₹3299 via paytm,Utilities,3299.0
mobile expense Rs. 27342 txn id 847063,Utilities,27342.0
bought vegetables from local shop 556 rs,Food,556.0
Bought Clean Coding Book 21411,Education,21411.0
electronics store bill ₹901,Shopping,901.0
Spent ₹35304 on HDFC,Income,35304.0
Spent INR6948 on Home Centre cred,Housing,6948.0
UPI payment to Dominos 5424.00 via paytm,Food,5424.0
online python course ₹22485,Education,22485.0
UPI payment to Coursera INR 18893,Education,18893.0
Debit Swipe Amazon 31951,Shopping,31951.0
Spent 5309 On Kindle,Education,5309.0
Bill from Instamart of 22900 rs,Food,22900.0
Shoes Cost 36483.00,Shopping,36483.0
Paid For Accessories 34805 Rs,Shopping,34805.0
paid for shopping 45582 debt,Shopping,45582.0
food expense rs. 2540,Food,2540.0
Transaction At Adidas For Inr 20689 txn id 365684,Shopping,20689.0
Ordered from Burger King 40402.00,Food,40402.0
Home Centre Transfer 37599 actually INR 11166,Housing,11166.0
auto rickshaw fare INR 44353,Transport,44353.0
spent ₹34942 on electronics via phonepe,Shopping,34942.0
weekend party expenses 5350 rs,Entertainment,5350.0
Asian Paints INR6330,Housing,6330.0
Rs. 38553 Paid To Decathlon on card today,Shopping,38553.0
birthday treat for team rs. 45552 debt on 12/05,Food,45552.0
Monthly recharge 48491.00,Utilities,48491.0
Subway payment 33537.00,Food,33537.0
shopping Paid 249 wait no INR44330,Shopping,44330.0
Debit swipe NoBroker 27862.00,Housing,27862.0
Wifi Cost 29786.00,Housing,29786.0
home centre inr 24344,Housing,24344.0
Transaction at Ola for 28348.00,Transport,28348.0
dth expense INR13868 upi ref 19996,Utilities,13868.0
subway payment inr 15258,Food,15258.0
apparel Typo 41898 read as ₹3282,Shopping,3282.0
Apple Store 29706 rs successful,Shopping,29706.0
PVR Typo 12978 read as ₹7833,Entertainment,7833.0
BigBasket payment ₹35180,Food,35180.0
ride charges Rs. 1741 via paytm,Transport,1741.0
Zara Not 25521 but INR 41400 cred,Shopping,41400.0
Dominos payment INR46308 txn id 765297,Food,46308.0
gift cost INR47461,Shopping,47461.0
monthly bus pass renewal 8622 on 12/05,Transport,8622.0
Snack Spent 5214 Oh Wait It Was ₹15284,Food,15284.0
tea break at stall INR 48148,Food,48148.0
test expense 45054,Health,45054.0
Debit swipe Asian Paints 6590 txn id 718555,Housing,6590.0
Bill from Decathlon of 43443 yesterday,Shopping,43443.0
Bought New Sneakers Rs. 10947,Shopping,10947.0
₹45935 Paid To Burger King cred,Food,45935.0
bought vegetables from local shop Rs. 46556,Food,46556.0
Maid Salary For This Month 3972.00 via gpay on 12/05,Housing,3972.0
₹5923 paid to Practo upi ref 81768 today,Health,5923.0
Ordered from Dominos Rs. 8492 successful,Food,8492.0
Rapido payment 38536.00 txn id 533284,Transport,38536.0
spent inr21695 on breakfast on 12/05,Food,21695.0
Upi Payment To Byju'S Rs. 31563,Education,31563.0
Transaction at Home Centre for ₹17368,Housing,17368.0
monthly bus pass renewal 46321 rs,Transport,46321.0
bought vegetables from local shop 10226,Food,10226.0
maid charges 826.00,Housing,826.0
Paid for doctor 42918.00 via phonepe,Health,42918.0
birthday treat for team inr 3357 today,Food,3357.0
Debit Swipe Hp Petrol ₹14595,Transport,14595.0
workshop ₹16830 ... not 46804,Education,16830.0
₹32349 paid to Subway,Food,32349.0
fruits Paid 45350 wait no INR 39299,Food,39299.0
₹9692 for vegetables,Food,9692.0
Paid INR 1659 at DishTV,Utilities,1659.0
UPI payment to McDonalds 16709 rs,Food,16709.0
MedPlus payment Rs. 21431 cred on 12/05,Health,21431.0
monthly coffee inr 32129,Food,32129.0
Paid for coffee 39806.00,Food,39806.0
Monthly subscription INR 29325,Entertainment,29325.0
Paid 7564 At Hp Petrol,Transport,7564.0
internet Bill is 49346 rs not 25131,Utilities,49346.0
ordered from jio rs. 40415,Utilities,40415.0
Debit swipe Charity 29356 rs,Others,29356.0
Bill from Decathlon of INR 1236,Shopping,1236.0
gift for wedding ₹26317,Others,26317.0
sent charges Rs. 2422 today,Others,2422.0
spent inr23212 on fuel,Transport,23212.0
transaction at swiggy for inr11271,Food,11271.0
Carpenter Paid 29611 Wait No 11523 txn id 639132,Housing,11523.0
Spent 12194 Rs On Doctor,Health,12194.0
INR 37704 paid to Air Asia,Transport,37704.0
Paid ₹14029 At Indigo,Transport,14029.0
Ordered from Asian Paints Rs. 23042 upi ref 68693,Housing,23042.0
bill from apollo pharmacy of inr 26704,Health,26704.0
Paid 8816 rs at Nike txn id 551211,Shopping,8816.0
maid salary for this month rs. 17545 on 12/05,Housing,17545.0
apple store payment inr49189,Shopping,49189.0
purchase payment of 46903.00,Shopping,46903.0
Bill from Apollo Pharmacy of 39272 via phonepe,Health,39272.0
Bill from Indigo of 12405,Transport,12405.0
Electronics Store Bill 23331 Rs upi ref 27304,Shopping,23331.0
Bill from Dominos of ₹43722,Food,43722.0
Decathlon INR17696 ... not 48019,Shopping,17696.0
Monthly gift 27642.00,Shopping,27642.0
Bill From Adidas Of Inr 13861,Shopping,13861.0
purchase Spent 31628 oh wait it was INR43638,Shopping,43638.0
Decathlon ₹48811,Shopping,48811.0
shopping 8687 instead of 21155,Shopping,8687.0
44643 rs for concert,Entertainment,44643.0
instamart spent 17082 oh wait it was 16525 rs,Food,16525.0
irctc spent 1987 oh wait it was inr 31410,Transport,31410.0
Flipkart payment Rs. 26518,Shopping,26518.0
fuel payment of inr 28569,Transport,28569.0
HP Petrol Bill is 5252.00 not 11937,Transport,5252.0
netflix typo 25360 read as ₹31078 on 12/05,Entertainment,31078.0
upi payment to irctc inr 27196,Transport,27196.0
Paid For Shopping 37742,Shopping,37742.0
event payment of Rs. 12974 on card,Entertainment,12974.0
bill from bookmyshow of 30182,Entertainment,30182.0
"restaurant Calculated 47066 incorrectly, actual is INR37508",Food,37508.0
Upi Payment To Mcdonalds Rs. 41392 upi ref 52258,Food,41392.0
gift charges 6476,Shopping,6476.0
Monthly Restaurant Rs. 15367,Food,15367.0
"rent Calculated 19886 incorrectly, actual is 39340",Housing,39340.0
Lunch Expense 40441.00,Food,40441.0
ordered late night snacks 368.00,Food,368.0
act fibernet inr7177 ... not 36825 txn id 683363,Utilities,7177.0
food charges 15496,Food,15496.0
spent ₹25924 on apparel,Shopping,25924.0
Spent 26018 rs on broadband last night,Utilities,26018.0
Transaction at KFC for 38598,Food,38598.0
diwali shopping for family 12866,Shopping,12866.0
bill from ola of inr 44883,Transport,44883.0
starbucks 44912.00,Food,44912.0
course expense ₹36231,Education,36231.0
Just paid gift bill INR 17046,Shopping,17046.0
Ajio INR 21410,Shopping,21410.0
Ordered from Decathlon ₹467 via gpay,Shopping,467.0
Just paid gift bill INR13789,Shopping,13789.0
Spent 32195 rs on trip,Transport,32195.0
ordered from indigo rs. 27015,Transport,27015.0
INR48418 for gas bill,Housing,48418.0
Transaction at Vi for 40701.00,Utilities,40701.0
Spent ₹31712 on DishTV,Utilities,31712.0
Transaction At Pizza Hut For Inr 3467 successful,Food,3467.0
flight INR 46641 instead of 37535,Transport,46641.0
breakfast expense 38159 today,Food,38159.0
Subway INR 26281 last night,Food,26281.0
Spent 13488.00 on BigBasket,Food,13488.0
IMAX 13142 was debited... correction 19816 rs via gpay last night,Entertainment,19816.0
Rs. 49540 for game,Entertainment,49540.0
internet cost ₹6798,Utilities,6798.0
UPI payment to Zara INR29541 successful,Shopping,29541.0
fee ₹19507 instead of 15778 successful,Education,19507.0
"petrol Calculated 21496 incorrectly, actual is ₹15383",Transport,15383.0
Paid for workshop 31542 via phonepe,Education,31542.0
Airtel Payment ₹31829 today,Utilities,31829.0
streaming service monthly fee Rs. 38360,Entertainment,38360.0
transaction at kfc for inr29483,Food,29483.0
Subscription Expense Rs. 17029,Entertainment,17029.0
Pizza Hut 20212 Was Debited... Correction 6992,Food,6992.0
Dominos payment Rs. 48785 via paytm,Food,48785.0
Water Bill Paid 18970 Wait No 22781.00,Housing,22781.0
clothes charges 37835.00,Shopping,37835.0
coffee cost ₹35377,Food,35377.0
